id,label
44011,truck
40500,deer
19479,horse
3682,ship
7367,ship
41046,frog
36090,frog
26473,cat
4022,automobile
18807,ship
34147,cat
18504,bird
41486,ship
14187,deer
44605,horse
39584,truck
25989,truck
11127,truck
9748,ship
24266,deer
12508,airplane
7823,deer
3644,truck
42181,bird
2921,truck
14408,airplane
48111,dog
25835,deer
29488,airplane
48464,frog
1008,deer
6192,automobile
4623,truck
19924,truck
31524,automobile
26668,airplane
12736,frog
1514,dog
9062,deer
17054,cat
12923,airplane
10052,deer
22233,dog
40562,dog
43412,cat
38621,cat
17156,cat
36926,airplane
22579,ship
42327,truck
17579,cat
23926,horse
29445,airplane
20787,ship
13101,dog
1075,cat
21713,cat
10209,truck
8777,bird
36356,bird
15204,deer
45027,cat
35245,ship
46937,airplane
3120,bird
46045,ship
1784,horse
6926,frog
4752,frog
26515,ship
28535,truck
29889,airplane
346,deer
6448,frog
10259,dog
26968,ship
44689,bird
30302,dog
31843,frog
13497,frog
33265,ship
35975,truck
37256,bird
39483,cat
33621,truck
21695,deer
3068,ship
1997,ship
48519,bird
37158,truck
39418,frog
25721,dog
8745,horse
34167,bird
45363,cat
19114,cat
16369,automobile
22189,dog
47276,horse
2044,frog
24932,airplane
12704,bird
25314,deer
8610,cat
48279,truck
21585,truck
13374,horse
41399,automobile
23807,automobile
42081,deer
15219,frog
14813,bird
17167,airplane
3079,automobile
27547,bird
44226,automobile
45846,airplane
8014,cat
17962,truck
27360,dog
10614,ship
28505,frog
25884,truck
27227,horse
9219,truck
2773,bird
29808,automobile
48186,automobile
34626,truck
32351,cat
33937,horse
22119,airplane
17912,horse
4934,horse
17257,horse
42706,ship
19949,ship
42904,deer
9683,ship
20785,cat
42842,truck
22701,cat
23407,frog
48273,horse
41828,cat
43559,truck
20981,airplane
12730,truck
32603,airplane
36479,frog
24782,frog
23649,automobile
736,airplane
15406,ship
42889,frog
38953,ship
37042,airplane
29322,dog
4661,deer
26106,ship
45828,airplane
43317,horse
3258,automobile
24393,bird
41782,horse
34714,truck
32229,frog
39346,horse
18207,automobile
38587,airplane
42157,frog
12188,truck
34279,automobile
42642,frog
48892,airplane
10698,deer
18317,automobile
32133,ship
12237,ship
18688,dog
37808,horse
5092,ship
18334,automobile
35432,deer
24640,airplane
24305,truck
11749,frog
4911,deer
46280,automobile
44215,dog
45517,airplane
41496,truck
42107,truck
40108,horse
27980,truck
23346,automobile
16597,airplane
8300,horse
45746,horse
43406,truck
30196,horse
31978,dog
8305,bird
1165,cat
1431,bird
47488,deer
4639,truck
49059,horse
46464,automobile
38134,ship
24825,horse
32813,frog
15005,deer
22182,truck
21224,bird
49168,truck
12260,truck
43582,frog
23931,bird
2500,horse
35069,automobile
39313,bird
3565,airplane
26118,truck
38026,horse
16084,automobile
40966,bird
42830,airplane
47940,automobile
17586,deer
37712,ship
33479,airplane
924,frog
24121,dog
48481,bird
18813,ship
49412,automobile
4456,bird
30842,deer
43916,horse
18455,frog
23310,deer
20793,horse
38125,deer
24969,automobile
24345,dog
6566,ship
39373,airplane
38009,ship
27595,bird
8999,ship
2664,ship
42090,dog
25046,horse
2165,cat
42455,truck
46979,truck
42281,ship
19389,cat
43859,ship
38549,frog
36317,bird
3190,deer
18535,horse
4920,airplane
44559,deer
49050,bird
14844,bird
4741,dog
27626,automobile
2805,airplane
8026,bird
41152,airplane
26561,dog
27813,deer
18215,airplane
41309,bird
35974,airplane
12364,airplane
8660,horse
25131,bird
44840,horse
5697,airplane
41277,truck
48211,truck
15905,frog
48557,airplane
29859,dog
47685,cat
4415,cat
33799,deer
37540,truck
29667,airplane
17697,ship
37472,dog
11765,cat
22445,horse
48257,horse
7779,automobile
267,cat
38123,frog
37752,truck
8197,dog
30775,cat
4998,dog
22876,airplane
42532,automobile
36578,truck
37658,cat
37469,automobile
48456,truck
20620,automobile
34574,truck
26766,bird
48899,automobile
41582,cat
9594,deer
42946,airplane
16469,horse
35243,deer
7746,bird
6178,bird
19384,horse
33845,horse
45437,dog
13083,cat
5794,truck
8023,ship
7152,bird
41310,frog
11403,deer
43353,cat
25805,horse
36036,dog
31522,airplane
47206,deer
2421,airplane
27442,cat
16821,ship
5138,automobile
29114,cat
8423,cat
34800,airplane
1631,deer
18620,cat
27199,truck
44992,automobile
28012,frog
1009,bird
30262,ship
42596,horse
33162,dog
23104,truck
28804,deer
7684,automobile
22215,ship
14181,bird
30229,deer
45008,dog
2521,deer
4749,bird
40809,automobile
20773,deer
39650,dog
17525,horse
49588,automobile
35843,dog
9984,airplane
41461,airplane
28214,deer
35549,airplane
36046,truck
38069,cat
3604,frog
8439,bird
17726,deer
13690,dog
14038,ship
2368,dog
41380,frog
22596,horse
3645,airplane
40176,ship
35524,horse
18595,automobile
11568,deer
6768,cat
6242,automobile
14838,horse
5868,bird
15213,bird
16553,airplane
39955,frog
26975,cat
30691,bird
8002,automobile
35839,frog
10795,frog
7153,horse
3885,airplane
11949,ship
22055,automobile
24415,ship
40553,ship
19153,ship
21059,ship
48401,frog
36485,ship
44127,airplane
26910,dog
31032,dog
37391,automobile
32735,airplane
15205,truck
32137,bird
43015,ship
8944,cat
21979,deer
12710,truck
22554,automobile
43259,frog
26028,airplane
2547,bird
17204,airplane
19252,ship
28706,bird
43164,horse
45055,horse
11751,automobile
12141,bird
44535,ship
13114,horse
45625,deer
44432,frog
17028,dog
37328,automobile
5185,bird
33601,cat
45184,truck
30277,truck
37971,frog
3731,frog
18470,cat
43838,frog
21997,dog
10817,horse
35167,dog
44989,dog
25029,cat
47245,deer
11516,automobile
33169,cat
9324,frog
24637,bird
22952,airplane
25917,horse
28636,truck
1842,cat
6683,airplane
4720,bird
14497,bird
41246,truck
17636,deer
29082,horse
8207,frog
38239,airplane
18660,airplane
47411,cat
31638,truck
25263,dog
49481,deer
41391,horse
1323,truck
23541,ship
2922,deer
6463,cat
17397,airplane
18613,bird
19607,dog
20528,frog
43067,horse
6548,bird
28977,dog
41951,ship
17677,frog
33756,horse
29022,cat
46051,frog
43978,frog
47294,deer
42594,horse
27789,truck
26068,horse
46135,frog
15978,bird
2148,dog
1121,cat
27245,horse
36971,cat
12014,cat
13875,ship
45321,bird
22218,automobile
22688,horse
32982,bird
46645,deer
30725,frog
44158,truck
45240,deer
40583,automobile
6202,truck
29598,deer
31224,bird
16743,bird
22613,horse
14909,dog
8356,airplane
28014,deer
15184,automobile
46114,airplane
2985,dog
37994,truck
27488,airplane
43279,ship
8640,deer
46017,bird
40222,bird
25733,dog
24730,horse
34619,automobile
1749,truck
41664,automobile
48635,deer
26431,airplane
17671,dog
6813,cat
17424,ship
21736,horse
43252,automobile
22640,bird
2888,automobile
40035,automobile
27630,deer
15992,frog
43355,truck
17338,cat
48063,cat
25373,dog
49215,frog
11961,cat
26955,dog
17536,truck
13069,airplane
48911,dog
12438,horse
27763,deer
21250,ship
16217,deer
29880,airplane
49924,frog
20543,dog
31770,deer
12442,frog
4778,bird
17519,dog
23136,frog
27145,deer
34339,frog
37241,airplane
40253,ship
1737,automobile
26985,horse
12264,frog
42710,automobile
25892,airplane
3476,cat
3457,dog
5419,truck
13401,airplane
24136,cat
27048,airplane
5316,truck
26116,automobile
45856,bird
31828,truck
17768,bird
15344,frog
13047,frog
28001,airplane
19367,frog
372,airplane
37496,airplane
46317,dog
41013,cat
49371,truck
26087,horse
3338,airplane
44195,frog
48259,horse
41846,cat
7331,bird
38196,horse
36314,frog
20434,horse
41572,truck
33698,deer
6428,bird
33095,deer
26557,cat
33517,airplane
23751,horse
31052,ship
2941,dog
42567,airplane
47957,bird
10437,bird
28133,horse
12983,automobile
11132,cat
36441,cat
22786,frog
40199,horse
8951,frog
14836,bird
16207,ship
47051,airplane
35030,dog
27149,truck
40216,truck
4590,horse
33324,bird
7686,dog
48647,truck
13482,ship
17730,ship
45274,dog
25236,cat
40679,automobile
48153,truck
18974,horse
37932,airplane
21711,ship
19090,horse
37247,airplane
46777,deer
30920,horse
21515,frog
44445,ship
25929,bird
23314,automobile
16862,ship
19193,horse
21896,truck
39683,dog
22527,horse
48348,airplane
2612,horse
15077,frog
36846,bird
32070,deer
35087,automobile
42111,airplane
30910,airplane
15427,deer
3747,dog
24388,airplane
6536,deer
955,horse
17816,automobile
17352,frog
41314,truck
36432,cat
47867,cat
1196,airplane
44639,truck
12328,horse
33842,cat
27131,automobile
18074,airplane
28642,bird
44263,horse
37628,deer
38312,bird
14483,airplane
26016,ship
29382,frog
20048,automobile
20633,cat
34195,automobile
4902,horse
13236,cat
19225,bird
20859,automobile
2306,dog
48906,ship
41541,cat
4432,bird
9886,deer
18497,bird
13121,frog
39960,airplane
17359,dog
30088,ship
40374,dog
27883,deer
14206,truck
41274,bird
8431,horse
19883,deer
37343,deer
49972,truck
5277,horse
27464,dog
22759,ship
14474,bird
48467,horse
36844,deer
17610,automobile
29231,automobile
1107,ship
46506,ship
5952,automobile
28498,bird
44003,deer
37002,horse
34761,deer
2007,airplane
13529,dog
30151,horse
5665,cat
17613,dog
6144,ship
41337,automobile
41057,deer
44585,bird
37445,truck
37299,bird
16673,deer
23996,cat
8827,truck
1450,cat
639,cat
41490,automobile
7706,frog
10485,dog
127,automobile
2304,truck
32720,dog
48408,deer
35292,automobile
42519,dog
11238,airplane
18854,ship
7873,cat
25716,deer
11241,airplane
17345,bird
27335,deer
3139,horse
45093,deer
5343,deer
39013,airplane
16725,ship
24747,automobile
7467,bird
13419,bird
29310,automobile
42356,horse
5317,truck
44177,airplane
24431,deer
42495,dog
8351,automobile
23625,truck
19825,truck
2251,automobile
23112,truck
36927,cat
24316,ship
20736,truck
25673,deer
40056,horse
45719,ship
9344,cat
34151,airplane
41973,bird
44351,airplane
26392,airplane
29934,ship
37495,automobile
40688,bird
41642,frog
49289,dog
7829,deer
35980,automobile
62,automobile
4436,cat
16588,deer
14221,truck
10449,truck
19619,ship
27385,deer
13033,automobile
33513,deer
30991,ship
26690,cat
30655,bird
39713,dog
49040,frog
36211,truck
49254,ship
5498,frog
46420,airplane
9227,ship
9492,dog
23232,deer
40111,ship
14528,cat
12411,horse
48597,horse
9664,ship
38930,automobile
18472,automobile
25415,deer
32096,deer
26625,cat
22409,airplane
26508,airplane
5044,dog
36031,dog
41424,bird
20114,frog
22506,cat
38982,bird
5049,ship
15411,frog
34566,dog
6993,horse
28153,horse
44999,dog
34286,truck
15198,truck
39574,deer
902,ship
19991,deer
28173,dog
36734,ship
46947,horse
18390,cat
15495,airplane
9393,automobile
20521,cat
24927,bird
48988,truck
7378,airplane
35050,dog
22090,automobile
47133,cat
4368,bird
48561,airplane
35979,deer
26482,ship
46885,deer
3485,bird
33907,deer
41721,dog
43892,automobile
41149,deer
3948,frog
14165,deer
10929,ship
4195,frog
11895,cat
44525,automobile
7389,frog
42646,dog
44338,dog
41566,dog
43634,cat
13164,bird
34500,bird
37981,horse
28516,airplane
11799,ship
40365,frog
12749,bird
19955,ship
3973,ship
31734,deer
49714,cat
8366,airplane
34597,automobile
31838,airplane
38448,dog
41519,deer
12047,bird
27687,airplane
46713,cat
21988,bird
22740,horse
30509,ship
15814,bird
14036,automobile
14401,horse
45598,frog
15423,ship
43745,cat
13919,cat
32801,ship
33160,cat
30529,deer
11767,bird
22531,frog
24803,airplane
49950,frog
15856,automobile
11758,deer
19553,frog
3555,frog
27443,automobile
1368,frog
8682,horse
16441,frog
48427,cat
48836,bird
8304,truck
27567,truck
23770,dog
27742,frog
9218,bird
29050,automobile
3896,truck
38386,dog
3243,cat
21406,deer
18238,dog
34498,bird
15015,automobile
49821,automobile
13809,ship
25637,deer
1412,dog
30866,automobile
1815,deer
48545,truck
45990,dog
8285,ship
5071,automobile
13573,ship
17096,horse
38132,horse
42979,automobile
31290,bird
43776,airplane
5271,dog
25881,airplane
49346,automobile
29480,ship
41883,airplane
16145,horse
47109,automobile
5923,bird
12354,ship
10310,truck
48879,deer
32937,cat
12331,dog
22660,automobile
45107,airplane
49360,airplane
24609,ship
23851,automobile
3305,airplane
11477,cat
40046,horse
34916,horse
25795,ship
21883,cat
23729,ship
4064,deer
37653,automobile
28918,airplane
47316,truck
34391,truck
20917,airplane
22582,ship
2763,automobile
23681,frog
26461,deer
132,horse
49347,airplane
14937,cat
23408,automobile
32885,airplane
17140,truck
27330,frog
30879,bird
43787,automobile
47118,horse
7878,bird
40696,ship
49807,deer
46875,bird
3083,dog
35912,ship
45837,frog
13670,truck
36929,truck
24654,deer
41907,truck
790,horse
17214,truck
8218,airplane
15865,deer
20077,dog
11638,dog
6044,truck
20682,horse
38294,deer
39372,truck
15888,airplane
24931,horse
22637,automobile
43455,airplane
28486,deer
35006,horse
11773,airplane
22838,deer
21951,deer
14754,ship
29351,horse
2213,ship
37229,horse
10061,dog
5833,dog
16623,bird
23581,truck
6893,horse
12816,cat
28568,truck
45043,bird
29942,airplane
7741,automobile
45848,bird
18577,dog
34090,ship
28296,ship
19078,frog
3425,truck
7463,airplane
2282,truck
26656,truck
6103,dog
39777,ship
33509,bird
11685,bird
45942,dog
39135,frog
36603,frog
34560,horse
4399,bird
4075,dog
801,bird
37350,truck
30244,deer
10530,horse
26846,dog
1973,truck
11081,airplane
2522,cat
44366,frog
4175,cat
2154,automobile
31208,airplane
40138,ship
9398,dog
13561,cat
43445,ship
18727,ship
37745,horse
6911,cat
48598,ship
18895,dog
17408,bird
48353,frog
7723,automobile
44993,automobile
38129,horse
11797,horse
18057,deer
1189,airplane
46248,dog
9129,cat
49100,bird
41050,frog
40510,automobile
32518,cat
39238,bird
24222,deer
42628,truck
39185,ship
2179,deer
47717,deer
30682,deer
46850,horse
20976,frog
25269,bird
6958,dog
46048,deer
25772,cat
48590,bird
10439,bird
22059,frog
48493,airplane
31611,cat
29177,automobile
6804,ship
15866,ship
33803,ship
24107,cat
49795,horse
27420,automobile
20851,bird
39310,bird
15203,cat
48244,cat
33377,truck
38335,airplane
24934,deer
768,dog
28711,horse
8536,airplane
14276,airplane
18966,frog
15557,dog
48306,deer
16918,truck
45322,dog
33522,ship
34844,truck
38133,truck
46350,cat
11690,airplane
14624,cat
33605,frog
27680,dog
5335,automobile
26652,bird
6162,automobile
44767,bird
45931,deer
38911,deer
10397,bird
9083,horse
23251,cat
39936,bird
46580,truck
1367,deer
27866,bird
49922,airplane
8188,horse
44660,ship
29495,automobile
11166,dog
13954,cat
11108,airplane
7194,horse
8087,airplane
49366,deer
7324,horse
16103,bird
29225,truck
5861,automobile
15381,bird
29366,horse
17841,horse
25085,cat
42743,frog
33244,airplane
40454,automobile
30150,frog
27242,ship
42293,automobile
41691,automobile
35289,truck
11190,dog
23861,horse
2362,dog
15364,automobile
26260,horse
30778,cat
8262,dog
2532,truck
3548,dog
31756,deer
49312,frog
25978,deer
9836,dog
48258,airplane
42719,deer
45686,automobile
49152,automobile
40801,dog
42983,deer
46040,truck
2056,truck
20835,airplane
8654,horse
31230,bird
13517,horse
7180,airplane
4448,deer
41893,cat
27865,ship
23940,frog
31444,ship
41503,automobile
49465,frog
11181,ship
37695,frog
34288,automobile
7701,airplane
46059,cat
10904,ship
36672,deer
15658,frog
16783,frog
21648,airplane
29093,airplane
27376,airplane
33039,deer
48832,bird
45740,frog
29426,dog
24408,truck
21178,frog
4764,deer
41733,ship
45636,ship
47780,automobile
1565,ship
42791,frog
16517,horse
34330,horse
27939,cat
4240,airplane
32057,airplane
19563,frog
35275,ship
21039,frog
35362,ship
36847,truck
9421,bird
32296,automobile
9296,dog
5315,airplane
24912,bird
43877,horse
48787,dog
26908,cat
29226,airplane
5548,dog
45501,automobile
18122,dog
35678,bird
40543,airplane
42039,dog
2379,bird
29520,truck
3326,bird
4896,bird
588,frog
28278,frog
24680,airplane
25658,frog
10098,frog
43660,airplane
39892,deer
47149,truck
32207,airplane
8822,truck
23957,frog
30407,ship
45030,horse
34482,truck
39048,deer
41030,frog
4007,automobile
45195,automobile
28242,dog
2472,ship
29640,automobile
38626,ship
12947,automobile
2361,horse
4392,frog
44020,automobile
35756,cat
43667,frog
34945,airplane
26827,horse
31917,deer
46798,horse
28051,cat
34030,cat
31947,ship
46194,frog
22962,dog
15190,bird
16128,ship
15240,ship
37772,ship
32750,automobile
1460,horse
9252,automobile
23013,automobile
20301,ship
41079,ship
3709,bird
7240,frog
41003,ship
37408,truck
13982,ship
48116,automobile
4380,automobile
8541,automobile
34050,truck
35016,dog
19741,airplane
14032,cat
42406,dog
45163,ship
36993,deer
46426,cat
49845,truck
16968,deer
32539,airplane
38873,automobile
31319,bird
24226,frog
44664,cat
15168,horse
2886,airplane
737,ship
8104,truck
7103,automobile
27628,automobile
1994,dog
98,automobile
8593,cat
20722,cat
30360,dog
19427,deer
18,cat
22389,automobile
43273,horse
48254,ship
25769,deer
1017,frog
12420,airplane
22432,deer
33529,frog
30985,horse
10800,truck
27367,deer
10213,airplane
33250,airplane
26088,cat
3257,truck
25845,frog
37349,ship
7073,dog
7843,airplane
47974,cat
3577,dog
43898,deer
13436,bird
17858,frog
5988,ship
46390,bird
22494,dog
36627,bird
23907,dog
3521,bird
24224,bird
19062,cat
15633,automobile
17124,deer
23452,frog
37778,deer
24105,airplane
43537,horse
45611,horse
35224,cat
3013,bird
15769,ship
19420,frog
9679,bird
5120,deer
26916,automobile
21427,bird
5200,truck
23400,ship
5432,dog
32268,airplane
19031,airplane
13178,bird
42067,ship
1376,ship
39530,horse
5369,horse
19334,truck
4101,automobile
16185,horse
24456,ship
38762,cat
45467,automobile
33464,cat
9963,deer
3587,bird
22437,dog
17804,cat
40451,truck
22454,cat
34173,cat
22087,dog
38983,cat
20485,dog
33022,bird
11072,dog
45401,deer
24253,airplane
41997,truck
1475,dog
43050,deer
38658,dog
27167,deer
49881,truck
22399,horse
40707,bird
36438,deer
22644,truck
18983,truck
15042,frog
49673,airplane
7342,frog
24220,automobile
23295,ship
6119,frog
38281,truck
11259,truck
5987,ship
36876,truck
32676,frog
33863,deer
20106,airplane
21940,truck
45701,cat
41966,frog
10311,cat
44674,cat
31884,dog
35973,horse
15408,ship
49330,bird
31748,automobile
10738,dog
42309,frog
39580,ship
1148,airplane
45267,frog
46633,airplane
33147,airplane
8315,bird
46010,frog
30325,airplane
41352,cat
47222,dog
44418,frog
29795,automobile
16709,truck
45559,bird
47761,frog
6319,automobile
38763,deer
32522,frog
13842,airplane
17797,frog
6669,automobile
3953,deer
7163,dog
1572,automobile
37196,truck
1697,cat
24442,automobile
32454,automobile
28120,truck
33909,horse
13019,frog
43626,horse
14883,deer
34264,automobile
18719,ship
43084,horse
32028,frog
43555,cat
12011,airplane
39799,horse
49753,ship
5545,dog
25366,horse
4332,horse
6122,automobile
40175,truck
8937,bird
27174,deer
48629,bird
46648,truck
15558,automobile
16995,deer
26917,horse
9334,bird
13216,deer
6878,deer
35234,truck
44470,truck
29496,truck
8834,airplane
39097,bird
21873,frog
42416,frog
36429,deer
29077,bird
11438,dog
16753,airplane
5565,horse
15214,dog
23145,frog
128,truck
12216,cat
17036,frog
31309,bird
24219,bird
5072,truck
43238,cat
41268,truck
37908,frog
3937,deer
16620,cat
28155,ship
2111,ship
21259,dog
10206,airplane
42900,automobile
40680,airplane
45057,truck
45123,deer
12940,frog
28544,truck
32611,horse
28994,frog
45344,horse
14940,horse
47709,ship
42257,dog
3335,airplane
2976,bird
33148,truck
49185,ship
15340,deer
29948,deer
11298,airplane
47524,cat
12450,cat
29419,truck
1201,horse
6688,airplane
26867,horse
9692,deer
5062,horse
1899,horse
16729,truck
45940,horse
11851,automobile
2167,ship
39363,ship
37090,deer
46463,ship
25214,horse
12937,airplane
35717,frog
5046,truck
31428,frog
827,ship
47961,ship
43305,deer
6754,cat
28705,cat
18763,dog
42265,truck
9094,bird
16845,frog
13878,automobile
4993,truck
38965,deer
27418,deer
9217,automobile
14990,horse
13997,automobile
21000,ship
2675,frog
49961,ship
34997,bird
39467,bird
14565,truck
1183,deer
41061,cat
32358,ship
8883,airplane
12212,cat
1584,horse
45710,bird
13643,truck
27272,ship
24489,airplane
25332,automobile
28501,deer
28631,frog
308,truck
46327,bird
42526,frog
8306,automobile
12582,dog
11930,cat
36750,frog
49210,frog
34603,frog
10002,frog
9326,airplane
36806,horse
25121,truck
3084,horse
5204,truck
9172,airplane
47303,frog
39723,dog
1559,ship
15808,cat
24852,airplane
37753,cat
18417,dog
8792,automobile
20066,bird
3715,dog
31730,dog
22969,frog
17834,dog
36458,deer
36743,ship
43614,dog
36582,bird
44301,dog
49758,ship
19190,frog
7259,bird
19668,automobile
24880,frog
35824,bird
44886,bird
40217,cat
47423,horse
18814,deer
40027,horse
47872,ship
48520,frog
17322,cat
5981,cat
4583,horse
39190,frog
45690,deer
45470,dog
39921,dog
20355,truck
988,ship
15351,truck
32512,dog
25926,dog
24287,ship
14840,bird
20658,truck
16212,automobile
22793,horse
26494,airplane
23216,ship
44372,dog
24884,deer
29857,airplane
6933,frog
9249,cat
7350,automobile
32925,dog
30175,horse
19636,dog
11116,bird
24859,horse
7031,horse
42386,truck
14809,horse
8346,horse
34565,frog
37380,horse
35828,automobile
9061,cat
45614,automobile
35667,automobile
42680,frog
31345,cat
41272,cat
9668,cat
14199,truck
4051,automobile
33443,bird
44844,horse
7415,truck
48680,horse
30743,dog
17040,deer
36234,dog
28320,deer
11619,airplane
34570,horse
29172,automobile
31017,cat
28473,cat
2604,ship
10536,automobile
30319,cat
42976,frog
8844,bird
41049,ship
20872,deer
38920,automobile
24596,automobile
6262,horse
6574,horse
18557,horse
27627,frog
46879,truck
47434,airplane
39084,airplane
1022,automobile
17558,cat
42325,ship
8473,deer
48931,airplane
19305,horse
35356,automobile
17692,frog
24632,ship
12770,dog
38747,bird
13119,automobile
48140,dog
46228,truck
34681,deer
34459,dog
17495,horse
13278,automobile
22016,horse
46533,dog
22978,bird
40289,bird
6134,bird
7786,dog
30041,bird
32662,airplane
29103,deer
8367,bird
43535,ship
33073,ship
34254,horse
16567,dog
47478,dog
21012,dog
1987,dog
1927,airplane
38006,truck
36650,truck
4534,automobile
26449,frog
18826,automobile
33275,frog
34611,ship
30584,frog
46457,horse
42409,cat
37883,horse
39956,truck
33824,deer
23487,horse
36080,frog
38895,cat
22936,truck
49320,cat
21670,dog
43856,ship
35467,bird
47283,bird
40284,automobile
26722,cat
21732,cat
41812,truck
14825,frog
7789,airplane
348,frog
47994,ship
33727,frog
30411,horse
48309,truck
37699,automobile
13214,frog
42543,bird
10623,truck
1500,cat
31666,automobile
21843,ship
3280,horse
28757,dog
15343,deer
46202,dog
8585,dog
21592,bird
32065,truck
49464,cat
12001,frog
18498,cat
35483,bird
15804,ship
39903,automobile
21289,airplane
11595,truck
43325,airplane
15835,cat
39681,frog
47570,truck
28042,automobile
21252,deer
38583,dog
25628,cat
42629,airplane
193,ship
46448,frog
10900,truck
9139,automobile
11030,airplane
10208,deer
32659,dog
16572,bird
29256,cat
21270,horse
16484,ship
23659,cat
30636,airplane
7916,automobile
16198,automobile
42094,frog
17355,dog
27209,cat
45271,airplane
10951,deer
20949,deer
15301,cat
32708,frog
2561,horse
40974,cat
3821,truck
20262,cat
11104,cat
3568,frog
13748,airplane
37824,ship
45373,ship
20592,cat
28829,airplane
37126,dog
31457,ship
28468,airplane
16395,truck
49923,cat
47900,dog
26056,ship
40210,bird
46522,deer
46429,dog
37601,truck
45622,airplane
15315,bird
22205,horse
18860,automobile
39283,dog
17793,airplane
44089,truck
35624,horse
48569,truck
4634,bird
4845,dog
34009,dog
13244,bird
10697,dog
26049,deer
20988,deer
30015,automobile
38493,deer
2995,automobile
41497,horse
30646,airplane
13813,bird
22797,airplane
10178,cat
2223,frog
9104,frog
44854,dog
2741,ship
23927,truck
30977,frog
16869,horse
13113,dog
28926,frog
5774,bird
31210,automobile
48006,cat
33428,cat
23058,deer
5630,automobile
42650,airplane
13356,ship
1532,frog
34585,horse
8907,ship
17918,airplane
27230,frog
4649,automobile
20487,automobile
25389,automobile
30416,airplane
31416,cat
3932,ship
16842,frog
24513,automobile
49025,deer
29140,cat
40429,bird
48554,bird
28142,truck
49617,automobile
39660,cat
33401,frog
12166,airplane
17733,automobile
10373,deer
5101,dog
10656,automobile
21069,deer
15960,airplane
2966,frog
19608,cat
28837,horse
24736,airplane
16699,dog
42679,airplane
47960,truck
19044,deer
26335,ship
2247,dog
47323,cat
45483,dog
27466,automobile
28314,deer
28575,cat
2374,dog
9933,automobile
18651,bird
21324,deer
41477,frog
5385,bird
16239,airplane
40535,bird
636,truck
38447,automobile
23758,ship
12683,dog
20417,dog
